original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
52402,produto bom forte mais tem hora que funciona tem hora que não com poblema na tomada mais fora isso muito boa maquina,produto bom forte mais tem hora que funciona tem hora que nao com poblema na tomada mais fora isso muito boa maquina,"['produto', 'bom', 'forte', 'mais', 'tem', 'hora', 'que', 'funciona', 'tem', 'hora', 'que', 'nao', 'com', 'poblema', 'na', 'tomada', 'mais', 'fora', 'isso', 'muito', 'boa', 'maquina']",,3,-1,7
94703,Excelente,excelente,['excelente'],1.0,5,1,1
58315,"Melhor saite para entrega, chegou antes do prazo.","melhor saite para entrega, chegou antes do prazo.","['melhor', 'saite', 'para', 'entrega', 'chegou', 'antes', 'do', 'prazo']",1.0,5,3,3
99636,"Adorei o produto, porém o frete muito caro. ","adorei o produto, porem o frete muito caro. ","['adorei', 'produto', 'porem', 'frete', 'muito', 'caro']",1.0,5,5,5
424,"A bolsa e muito bonita por fora
Mas dentro não tem forro 
E é bem fragil 
","a bolsa e muito bonita por fora
mas dentro nao tem forro 
e e bem fragil 
","['bolsa', 'muito', 'bonita', 'por', 'fora', 'mas', 'dentro', 'nao', 'tem', 'forro', 'bem', 'fragil']",,3,-1,4
93180,Produto chegou antes do prazo,produto chegou antes do prazo,"['produto', 'chegou', 'antes', 'do', 'prazo']",1.0,5,4,4
50913,Muito rápido a entrega ,muito rapido a entrega ,"['muito', 'rapido', 'entrega']",1.0,5,1,1
95140,Não chegou uma das minhas mercadorias e estar contando no site que chegou só que não chegou ,nao chegou uma das minhas mercadorias e estar contando no site que chegou so que nao chegou ,"['nao', 'chegou', 'uma', 'das', 'minhas', 'mercadorias', 'estar', 'contando', 'no', 'site', 'que', 'chegou', 'so', 'que', 'nao', 'chegou']",0.0,1,6,6
50099,Comprei 03 unidades de cortina rolo e foi entregue apena 02 unidades. Já entrei em contato com a loja e ainda não obtive resposta,comprei 03 unidades de cortina rolo e foi entregue apena 02 unidades. ja entrei em contato com a loja e ainda nao obtive resposta,"['comprei', '03', 'unidades', 'de', 'cortina', 'rolo', 'foi', 'entregue', 'apena', '02', 'unidades', 'ja', 'entrei', 'em', 'contato', 'com', 'loja', 'ainda', 'nao', 'obtive', 'resposta']",0.0,1,5,5
79724,"achei q fosse um pouco mais reforçada, mas recomendo.","achei q fosse um pouco mais reforcada, mas recomendo.","['achei', 'fosse', 'um', 'pouco', 'mais', 'reforcada', 'mas', 'recomendo']",,3,-1,2
87759,O produto chegou bem antes da data de entrega !,o produto chegou bem antes da data de entrega !,"['produto', 'chegou', 'bem', 'antes', 'da', 'data', 'de', 'entrega']",1.0,5,4,4
4241,"Achei o produto bonito, chegou certinho. Só é menorzinho do que eu imaginava e frágio. Mais chegou inteiro.","achei o produto bonito, chegou certinho. so e menorzinho do que eu imaginava e fragio. mais chegou inteiro.","['achei', 'produto', 'bonito', 'chegou', 'certinho', 'so', 'menorzinho', 'do', 'que', 'eu', 'imaginava', 'fragio', 'mais', 'chegou', 'inteiro']",1.0,4,9,9
73791,Lindo o produto perfeito...,lindo o produto perfeito...,"['lindo', 'produto', 'perfeito']",1.0,4,9,9
23207,"O relojio muito lindo ,gostei de mais .Agora sou preciso que seja da qualidade do material que o vendedor recomendo ","o relojio muito lindo ,gostei de mais .agora sou preciso que seja da qualidade do material que o vendedor recomendo ","['relojio', 'muito', 'lindo', 'gostei', 'de', 'mais', 'agora', 'sou', 'preciso', 'que', 'seja', 'da', 'qualidade', 'do', 'material', 'que', 'vendedor', 'recomendo']",1.0,5,6,6
63541,Não recebi a mercadoria em meu endereço. E não tenho condições de ir até a agência do correio. Fiz cancelamento do pedido. Qero reembolso. ,nao recebi a mercadoria em meu endereco. e nao tenho condicoes de ir ate a agencia do correio. fiz cancelamento do pedido. qero reembolso. ,"['nao', 'recebi', 'mercadoria', 'em', 'meu', 'endereco', 'nao', 'tenho', 'condicoes', 'de', 'ir', 'ate', 'agencia', 'do', 'correio', 'fiz', 'cancelamento', 'do', 'pedido', 'qero', 'reembolso']",0.0,1,1,2
13330,Ótimo ,otimo ,['otimo'],1.0,4,6,7
3369,"O produto não é de boa qualidade, e seu resultado não é o esperado! Acho que perdi dinheiro.","o produto nao e de boa qualidade, e seu resultado nao e o esperado! acho que perdi dinheiro.","['produto', 'nao', 'de', 'boa', 'qualidade', 'seu', 'resultado', 'nao', 'esperado', 'acho', 'que', 'perdi', 'dinheiro']",1.0,4,5,5
49691,Rápido no envio,rapido no envio,"['rapido', 'no', 'envio']",1.0,5,6,6
347,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO.","recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda nao montei.produto lindo,cor perfeita,amamos.
super recomendo.","['recebi', 'meu', 'produto', 'corretamente', 'dentro', 'do', 'prazo', 'verificando', 'na', 'caixa', 'esta', 'tudo', 'correto', 'mas', 'ainda', 'nao', 'montei', 'produto', 'lindo', 'cor', 'perfeita', 'amamos', 'super', 'recomendo']",1.0,5,8,8
81522,"Sem palavras, surpreendente.","sem palavras, surpreendente.","['sem', 'palavras', 'surpreendente']",1.0,5,9,9
63477,"Só o tecido é muito fino ,mais muito linda minhas meninas amaram,entrega antes do prazo muito bom! ","so o tecido e muito fino ,mais muito linda minhas meninas amaram,entrega antes do prazo muito bom! ","['so', 'tecido', 'muito', 'fino', 'mais', 'muito', 'linda', 'minhas', 'meninas', 'amaram', 'entrega', 'antes', 'do', 'prazo', 'muito', 'bom']",0.0,2,8,8
3209,"PRODUTOS VIERAM MUITO BEM EMBALADOS, E SÃO EXATEMENTE COMO NAS IMAGENS, PERFEITOS.","produtos vieram muito bem embalados, e sao exatemente como nas imagens, perfeitos.","['produtos', 'vieram', 'muito', 'bem', 'embalados', 'sao', 'exatemente', 'como', 'nas', 'imagens', 'perfeitos']",,3,-1,4
73452,Impossível usalo,impossivel usalo,"['impossivel', 'usalo']",0.0,1,6,6
83053,5 estrelas sempre foi,5 estrelas sempre foi,"['estrelas', 'sempre', 'foi']",1.0,5,7,7
26950,produto chegou bem antes do prazo ,produto chegou bem antes do prazo ,"['produto', 'chegou', 'bem', 'antes', 'do', 'prazo']",1.0,5,9,9
78260,"Por enquanto chegou só um produto, e de cor errada, pedi verde e veio rosa, mas como eu vou mudar precisei usar dessa cor mesmo, enquanto o outro está escrito que foi entregue e não chegou.","por enquanto chegou so um produto, e de cor errada, pedi verde e veio rosa, mas como eu vou mudar precisei usar dessa cor mesmo, enquanto o outro esta escrito que foi entregue e nao chegou.","['por', 'enquanto', 'chegou', 'so', 'um', 'produto', 'de', 'cor', 'errada', 'pedi', 'verde', 'veio', 'rosa', 'mas', 'como', 'eu', 'vou', 'mudar', 'precisei', 'usar', 'dessa', 'cor', 'mesmo', 'enquanto', 'outro', 'esta', 'escrito', 'que', 'foi', 'entregue', 'nao', 'chegou']",0.0,1,2,2
56026,"Entrega com 10 dias de antecedência
Por isso só compro no stark ","entrega com 10 dias de antecedencia
por isso so compro no stark ","['entrega', 'com', '10', 'dias', 'de', 'antecedencia', 'por', 'isso', 'so', 'compro', 'no', 'stark']",1.0,5,3,3
21197,Muito bom recomendo e meu produto veio antes do prazo...amando,muito bom recomendo e meu produto veio antes do prazo...amando,"['muito', 'bom', 'recomendo', 'meu', 'produto', 'veio', 'antes', 'do', 'prazo', 'amando']",1.0,5,10,10
58429,produto melhor do que o esperado.Valeu,produto melhor do que o esperado.valeu,"['produto', 'melhor', 'do', 'que', 'esperado', 'valeu']",0.0,1,4,4
8590,"Muito bom bem específicado na descrição, produto chegou no prazo sem defeito, só não chegou antes por demora da agência dos Correios. Parabéns.","muito bom bem especificado na descricao, produto chegou no prazo sem defeito, so nao chegou antes por demora da agencia dos correios. parabens.","['muito', 'bom', 'bem', 'especificado', 'na', 'descricao', 'produto', 'chegou', 'no', 'prazo', 'sem', 'defeito', 'so', 'nao', 'chegou', 'antes', 'por', 'demora', 'da', 'agencia', 'dos', 'correios', 'parabens']",1.0,5,6,6
41209,PRODUTO VEIO TROCADO,produto veio trocado,"['produto', 'veio', 'trocado']",0.0,1,4,4
42739,"vcs podiam abaixar o valor do frete e colocar de vez enquando frete gratis,seu frete e muito caro!!!!
","vcs podiam abaixar o valor do frete e colocar de vez enquando frete gratis,seu frete e muito caro!!!!
","['vcs', 'podiam', 'abaixar', 'valor', 'do', 'frete', 'colocar', 'de', 'vez', 'enquando', 'frete', 'gratis', 'seu', 'frete', 'muito', 'caro']",,3,-1,7
29108,o manual veio danificado,o manual veio danificado,"['manual', 'veio', 'danificado']",1.0,4,10,10
18848,Tudo certo! Chegou bem antes do prazo e muito bem embalado! Recomendo,tudo certo! chegou bem antes do prazo e muito bem embalado! recomendo,"['tudo', 'certo', 'chegou', 'bem', 'antes', 'do', 'prazo', 'muito', 'bem', 'embalado', 'recomendo']",1.0,5,6,6
21896,Super recomendo maravilhosa muito boa ,super recomendo maravilhosa muito boa ,"['super', 'recomendo', 'maravilhosa', 'muito', 'boa']",1.0,5,3,3
13816,Recomenfo os entregues no prazo e petfeitas condições ,recomenfo os entregues no prazo e petfeitas condicoes ,"['recomenfo', 'os', 'entregues', 'no', 'prazo', 'petfeitas', 'condicoes']",1.0,4,3,3
76921,Recebi antes do prazo. Recomendo. produto bom,recebi antes do prazo. recomendo. produto bom,"['recebi', 'antes', 'do', 'prazo', 'recomendo', 'produto', 'bom']",1.0,5,8,8
58742,Chegou bem antes do prazo final.,chegou bem antes do prazo final.,"['chegou', 'bem', 'antes', 'do', 'prazo', 'final']",1.0,5,5,5
80533,"Foi a primeira compra,com certeza farei outras.
Fiquei satisfeita.","foi a primeira compra,com certeza farei outras.
fiquei satisfeita.","['foi', 'primeira', 'compra', 'com', 'certeza', 'farei', 'outras', 'fiquei', 'satisfeita']",1.0,5,1,1
42487,Eu comprei 3 unidades do pendente de só veio 1 até agora e ainda não obtive nenhuma resposta até o momento não posso efetuar nenhuma avaliação ,eu comprei 3 unidades do pendente de so veio 1 ate agora e ainda nao obtive nenhuma resposta ate o momento nao posso efetuar nenhuma avaliacao ,"['eu', 'comprei', 'unidades', 'do', 'pendente', 'de', 'so', 'veio', 'ate', 'agora', 'ainda', 'nao', 'obtive', 'nenhuma', 'resposta', 'ate', 'momento', 'nao', 'posso', 'efetuar', 'nenhuma', 'avaliacao']",0.0,1,10,10
27137,essa baratheon é ruim não tem atendente para não receber reclamações,essa baratheon e ruim nao tem atendente para nao receber reclamacoes,"['essa', 'baratheon', 'ruim', 'nao', 'tem', 'atendente', 'para', 'nao', 'receber', 'reclamacoes']",0.0,1,4,4
54284,Muita demora na entrega,muita demora na entrega,"['muita', 'demora', 'na', 'entrega']",1.0,5,5,5
70524,Chegou antes do prazo informado.,chegou antes do prazo informado.,"['chegou', 'antes', 'do', 'prazo', 'informado']",1.0,5,8,8
93445,recebi bem antes do prazo. recomendo a loja. tudo ok!,recebi bem antes do prazo. recomendo a loja. tudo ok!,"['recebi', 'bem', 'antes', 'do', 'prazo', 'recomendo', 'loja', 'tudo', 'ok']",1.0,5,3,3
94315,Amei muito chegou no prazo os preços o menor que encontrei só não gosto do frete mas o resto eu recomendo 😎😘🖒,amei muito chegou no prazo os precos o menor que encontrei so nao gosto do frete mas o resto eu recomendo 😎😘🖒,"['amei', 'muito', 'chegou', 'no', 'prazo', 'os', 'precos', 'menor', 'que', 'encontrei', 'so', 'nao', 'gosto', 'do', 'frete', 'mas', 'resto', 'eu', 'recomendo']",1.0,5,2,2
73973,Não recebi o produto. Pois foi vendido produto indisponível na loja ,nao recebi o produto. pois foi vendido produto indisponivel na loja ,"['nao', 'recebi', 'produto', 'pois', 'foi', 'vendido', 'produto', 'indisponivel', 'na', 'loja']",0.0,1,3,3
16866,"Já fiz compras anteriores. Recebi faltando 1. Nota Fiscal consta a quantidade certa comprada desse produto: 6, mas recebi 5. Falta receber tbm outros produtos para piscina, baldes de cloro. ","ja fiz compras anteriores. recebi faltando 1. nota fiscal consta a quantidade certa comprada desse produto: 6, mas recebi 5. falta receber tbm outros produtos para piscina, baldes de cloro. ","['ja', 'fiz', 'compras', 'anteriores', 'recebi', 'faltando', 'nota', 'fiscal', 'consta', 'quantidade', 'certa', 'comprada', 'desse', 'produto', 'mas', 'recebi', 'falta', 'receber', 'tbm', 'outros', 'produtos', 'para', 'piscina', 'baldes', 'de', 'cloro']",0.0,1,1,1
20568,"30min apos a compra, cancelei (tenho print). Mesmo assim vcs mandaram, sob orientação d devolver na entrega, q foi passada aos porteiros, q n devolveram. Já mandei msg p v6, q nd resolvem.Retirem pf!!","30min apos a compra, cancelei (tenho print). mesmo assim vcs mandaram, sob orientacao d devolver na entrega, q foi passada aos porteiros, q n devolveram. ja mandei msg p v6, q nd resolvem.retirem pf!!","['30min', 'apos', 'compra', 'cancelei', 'tenho', 'print', 'mesmo', 'assim', 'vcs', 'mandaram', 'sob', 'orientacao', 'devolver', 'na', 'entrega', 'foi', 'passada', 'aos', 'porteiros', 'devolveram', 'ja', 'mandei', 'msg', 'v6', 'nd', 'resolvem', 'retirem', 'pf']",0.0,1,3,3
13956,Produto de otima qualidade e o melhor chegou muito antes do prazo. Satisfeitissima.,produto de otima qualidade e o melhor chegou muito antes do prazo. satisfeitissima.,"['produto', 'de', 'otima', 'qualidade', 'melhor', 'chegou', 'muito', 'antes', 'do', 'prazo', 'satisfeitissima']",1.0,5,3,3
23158,Recebi e o produto dentro do esperado ,recebi e o produto dentro do esperado ,"['recebi', 'produto', 'dentro', 'do', 'esperado']",,3,-1,10
12298,"Muito bom, recomendo, tudo dentro do prazo!!!","muito bom, recomendo, tudo dentro do prazo!!!","['muito', 'bom', 'recomendo', 'tudo', 'dentro', 'do', 'prazo']",1.0,5,4,4
16771,"a primeira vez tudo otimo aprovado
","a primeira vez tudo otimo aprovado
","['primeira', 'vez', 'tudo', 'otimo', 'aprovado']",1.0,5,9,9
16173,O produto ótimo e a entrega antes da data prevista.,o produto otimo e a entrega antes da data prevista.,"['produto', 'otimo', 'entrega', 'antes', 'da', 'data', 'prevista']",1.0,5,6,6
30666,"A película enviada é reta e a tela do aparelho é um pouco redonda o que deixou os lados afastado da película e fica entrando sugira.

Passou um dia do prazo mas é algo tolerável. 

Do mais parabén","a pelicula enviada e reta e a tela do aparelho e um pouco redonda o que deixou os lados afastado da pelicula e fica entrando sugira.

passou um dia do prazo mas e algo toleravel. 

do mais paraben","['pelicula', 'enviada', 'reta', 'tela', 'do', 'aparelho', 'um', 'pouco', 'redonda', 'que', 'deixou', 'os', 'lados', 'afastado', 'da', 'pelicula', 'fica', 'entrando', 'sugira', 'passou', 'um', 'dia', 'do', 'prazo', 'mas', 'algo', 'toleravel', 'do', 'mais', 'paraben']",1.0,5,10,10
74586,Não recebi o produto,nao recebi o produto,"['nao', 'recebi', 'produto']",0.0,1,10,10
43091,ótimo ,otimo ,['otimo'],1.0,5,1,1
76376,prazo de entrega e produto excelente,prazo de entrega e produto excelente,"['prazo', 'de', 'entrega', 'produto', 'excelente']",1.0,5,1,1
67445,eu amei minha compra o kit de cozinha é muito lindo vai ser muito útil eu recomendo para quem quiser não vai se arrepender.,eu amei minha compra o kit de cozinha e muito lindo vai ser muito util eu recomendo para quem quiser nao vai se arrepender.,"['eu', 'amei', 'minha', 'compra', 'kit', 'de', 'cozinha', 'muito', 'lindo', 'vai', 'ser', 'muito', 'util', 'eu', 'recomendo', 'para', 'quem', 'quiser', 'nao', 'vai', 'se', 'arrepender']",1.0,5,6,6
31706,Perfeito ,perfeito ,['perfeito'],1.0,4,7,7
31780,"Recebi o pedido faltando 1 intem Colar Lol Kindred Os Caçadores Eternos League Of Legends Azu, gostaria que o problema fosse resolvido.","recebi o pedido faltando 1 intem colar lol kindred os cacadores eternos league of legends azu, gostaria que o problema fosse resolvido.","['recebi', 'pedido', 'faltando', 'intem', 'colar', 'lol', 'kindred', 'os', 'cacadores', 'eternos', 'league', 'of', 'legends', 'azu', 'gostaria', 'que', 'problema', 'fosse', 'resolvido']",0.0,1,7,7
882,Produto veio com amassados e também não está funcionando corretamente.,produto veio com amassados e tambem nao esta funcionando corretamente.,"['produto', 'veio', 'com', 'amassados', 'tambem', 'nao', 'esta', 'funcionando', 'corretamente']",0.0,1,1,1
27421,Bom custo benefício e acabamento. ,bom custo beneficio e acabamento. ,"['bom', 'custo', 'beneficio', 'acabamento']",1.0,4,3,3
88683,Eu sastifeita com meu produto. Recibi corretamente. Antes do prazo. ,eu sastifeita com meu produto. recibi corretamente. antes do prazo. ,"['eu', 'sastifeita', 'com', 'meu', 'produto', 'recibi', 'corretamente', 'antes', 'do', 'prazo']",1.0,4,10,10
63656,Parabéns a loja online. Comprei o que estava procurando. Recebi o produto antes da data. Com produto de qualidade. Recomendo.,parabens a loja online. comprei o que estava procurando. recebi o produto antes da data. com produto de qualidade. recomendo.,"['parabens', 'loja', 'online', 'comprei', 'que', 'estava', 'procurando', 'recebi', 'produto', 'antes', 'da', 'data', 'com', 'produto', 'de', 'qualidade', 'recomendo']",1.0,5,9,9
32046,satisfeita com o atendimento,satisfeita com o atendimento,"['satisfeita', 'com', 'atendimento']",1.0,5,5,5
44919,nenhum comunicado foi me passado.,nenhum comunicado foi me passado.,"['nenhum', 'comunicado', 'foi', 'me', 'passado']",0.0,1,10,10
24631,Entregou o pedido antes do prazo.,entregou o pedido antes do prazo.,"['entregou', 'pedido', 'antes', 'do', 'prazo']",1.0,5,1,1
60330,"Produto baixa qualidade, mesmo para o valor, não compraria outro do mesmo. ","produto baixa qualidade, mesmo para o valor, nao compraria outro do mesmo. ","['produto', 'baixa', 'qualidade', 'mesmo', 'para', 'valor', 'nao', 'compraria', 'outro', 'do', 'mesmo']",,3,-1,9
84472,"Recebi no prazo e tudo ok, porém não constava o sobrenome do comprador na embalagem, oque dificultou a entrega do produto pois os funcionários da agência não sabiam de quem se tratava a encomenda ","recebi no prazo e tudo ok, porem nao constava o sobrenome do comprador na embalagem, oque dificultou a entrega do produto pois os funcionarios da agencia nao sabiam de quem se tratava a encomenda ","['recebi', 'no', 'prazo', 'tudo', 'ok', 'porem', 'nao', 'constava', 'sobrenome', 'do', 'comprador', 'na', 'embalagem', 'oque', 'dificultou', 'entrega', 'do', 'produto', 'pois', 'os', 'funcionarios', 'da', 'agencia', 'nao', 'sabiam', 'de', 'quem', 'se', 'tratava', 'encomenda']",,3,-1,6
57433,"Produt de excelente qualidade , fino acabamento 
","produt de excelente qualidade , fino acabamento 
","['produt', 'de', 'excelente', 'qualidade', 'fino', 'acabamento']",1.0,5,3,3
8627,OK,ok,['ok'],1.0,5,3,3
87855,Produto já veio com defeito não funciona ,produto ja veio com defeito nao funciona ,"['produto', 'ja', 'veio', 'com', 'defeito', 'nao', 'funciona']",0.0,1,8,8
47279,"Entrega rápida, no prazo. O bebedouro é muito bom.","entrega rapida, no prazo. o bebedouro e muito bom.","['entrega', 'rapida', 'no', 'prazo', 'bebedouro', 'muito', 'bom']",1.0,4,9,9
24947,Excelente produto. Altamente recomendado.,excelente produto. altamente recomendado.,"['excelente', 'produto', 'altamente', 'recomendado']",1.0,5,6,6
97866,"Ainda não recebi o meu produto, ó rasteamento indica que está com dificuldades, a minha casa e frente de rua e estou em casa o dia todo não estou intendendo.","ainda nao recebi o meu produto, o rasteamento indica que esta com dificuldades, a minha casa e frente de rua e estou em casa o dia todo nao estou intendendo.","['ainda', 'nao', 'recebi', 'meu', 'produto', 'rasteamento', 'indica', 'que', 'esta', 'com', 'dificuldades', 'minha', 'casa', 'frente', 'de', 'rua', 'estou', 'em', 'casa', 'dia', 'todo', 'nao', 'estou', 'intendendo']",0.0,2,7,7
3914,"Gostaria que criassem uma forma de entrega, melhor, pois pelo Sedex temos que retirar nos correios ,e a mesma fica muito longe de minha residência,no mas o produto é perfeito
","gostaria que criassem uma forma de entrega, melhor, pois pelo sedex temos que retirar nos correios ,e a mesma fica muito longe de minha residencia,no mas o produto e perfeito
","['gostaria', 'que', 'criassem', 'uma', 'forma', 'de', 'entrega', 'melhor', 'pois', 'pelo', 'sedex', 'temos', 'que', 'retirar', 'nos', 'correios', 'mesma', 'fica', 'muito', 'longe', 'de', 'minha', 'residencia', 'no', 'mas', 'produto', 'perfeito']",1.0,5,1,1
83721,"Só não gostei das fragrâncias, bem enjoativas e doces.","so nao gostei das fragrancias, bem enjoativas e doces.","['so', 'nao', 'gostei', 'das', 'fragrancias', 'bem', 'enjoativas', 'doces']",0.0,2,9,9
18626,😆😆😆😆😆😆,😆😆😆😆😆😆,[],1.0,4,7,7
96894,Muito bom,muito bom,"['muito', 'bom']",1.0,5,9,9
95151,"Eu efetuei a compra de um pendrive dia 13/02/17, o prazo de entrega era até 14/03/17, porém não foi entregue. Entrei em contato com o stark que me informou que meu produto nem saiu do fornecedor.","eu efetuei a compra de um pendrive dia 13/02/17, o prazo de entrega era ate 14/03/17, porem nao foi entregue. entrei em contato com o stark que me informou que meu produto nem saiu do fornecedor.","['eu', 'efetuei', 'compra', 'de', 'um', 'pendrive', 'dia', '13', '02', '17', 'prazo', 'de', 'entrega', 'era', 'ate', '14', '03', '17', 'porem', 'nao', 'foi', 'entregue', 'entrei', 'em', 'contato', 'com', 'stark', 'que', 'me', 'informou', 'que', 'meu', 'produto', 'nem', 'saiu', 'do', 'fornecedor']",0.0,1,3,3
59479,"Este parceiro eu não recomendo, comprei um produto, me encaminharam outro inferior, fiz a devolução que foi entregue dia 28/02 e até a presente data 05/03 não me deram retorno. Nota 0. ","este parceiro eu nao recomendo, comprei um produto, me encaminharam outro inferior, fiz a devolucao que foi entregue dia 28/02 e ate a presente data 05/03 nao me deram retorno. nota 0. ","['este', 'parceiro', 'eu', 'nao', 'recomendo', 'comprei', 'um', 'produto', 'me', 'encaminharam', 'outro', 'inferior', 'fiz', 'devolucao', 'que', 'foi', 'entregue', 'dia', '28', '02', 'ate', 'presente', 'data', '05', '03', 'nao', 'me', 'deram', 'retorno', 'nota']",0.0,1,10,10
8383,excelente produto e empresa,excelente produto e empresa,"['excelente', 'produto', 'empresa']",1.0,5,6,6
35149,Excelente,excelente,['excelente'],1.0,4,3,3
86261,"Não foi o produto que comprei pelas lannister, recebi duas extensões de cabo HDI.","nao foi o produto que comprei pelas lannister, recebi duas extensoes de cabo hdi.","['nao', 'foi', 'produto', 'que', 'comprei', 'pelas', 'lannister', 'recebi', 'duas', 'extensoes', 'de', 'cabo', 'hdi']",0.0,1,5,5
27662,"Uma compra simples, e uma entrega dentro do prazo esperado. O produto parece de boa qualidade. Com mais dias de uso, claro, poderia dar uma opinião mais adequada.","uma compra simples, e uma entrega dentro do prazo esperado. o produto parece de boa qualidade. com mais dias de uso, claro, poderia dar uma opiniao mais adequada.","['uma', 'compra', 'simples', 'uma', 'entrega', 'dentro', 'do', 'prazo', 'esperado', 'produto', 'parece', 'de', 'boa', 'qualidade', 'com', 'mais', 'dias', 'de', 'uso', 'claro', 'poderia', 'dar', 'uma', 'opiniao', 'mais', 'adequada']",1.0,4,10,10
77186,"Entrega rápida, produto bom.","entrega rapida, produto bom.","['entrega', 'rapida', 'produto', 'bom']",1.0,5,9,9
91733,gostei do produto,gostei do produto,"['gostei', 'do', 'produto']",1.0,4,8,8
78778,"Muito bom.
","muito bom.
","['muito', 'bom']",1.0,5,1,1
86414,Entrega dentro do prazo. Bom produto. Ótimo preço,entrega dentro do prazo. bom produto. otimo preco,"['entrega', 'dentro', 'do', 'prazo', 'bom', 'produto', 'otimo', 'preco']",1.0,5,6,6
5259,"ainda não testei o produto, mas a entrega foi rápida. obrigado","ainda nao testei o produto, mas a entrega foi rapida. obrigado","['ainda', 'nao', 'testei', 'produto', 'mas', 'entrega', 'foi', 'rapida', 'obrigado']",1.0,5,4,4
1814,chegou antes do prazo,chegou antes do prazo,"['chegou', 'antes', 'do', 'prazo']",1.0,5,2,2
47164,"São placas de MDF, mas as cores são vibrantes. Pelo preço é justo. Muito bom! ","sao placas de mdf, mas as cores sao vibrantes. pelo preco e justo. muito bom! ","['sao', 'placas', 'de', 'mdf', 'mas', 'as', 'cores', 'sao', 'vibrantes', 'pelo', 'preco', 'justo', 'muito', 'bom']",1.0,4,9,9
7711,Valeu a pena a compra. Fica muito bonito na cama,valeu a pena a compra. fica muito bonito na cama,"['valeu', 'pena', 'compra', 'fica', 'muito', 'bonito', 'na', 'cama']",1.0,5,5,5
87756,"Nao recebi meu produto em casa
Paguei frete, e tive que retita-lo nos correios.
Dessa maneira, nao vejo vantagem de comprar pela internet.","nao recebi meu produto em casa
paguei frete, e tive que retita-lo nos correios.
dessa maneira, nao vejo vantagem de comprar pela internet.","['nao', 'recebi', 'meu', 'produto', 'em', 'casa', 'paguei', 'frete', 'tive', 'que', 'retita', 'lo', 'nos', 'correios', 'dessa', 'maneira', 'nao', 'vejo', 'vantagem', 'de', 'comprar', 'pela', 'internet']",0.0,1,2,2
67526,Boa,boa,['boa'],1.0,5,6,6
24366,"DEMORA NO PRAZO DA ENTREGA PRA UM FRETE TÃO CARO, VÁRIAS LOJAS E VÁRIAS TAXAS DE TRANSPORTE","demora no prazo da entrega pra um frete tao caro, varias lojas e varias taxas de transporte","['demora', 'no', 'prazo', 'da', 'entrega', 'pra', 'um', 'frete', 'tao', 'caro', 'varias', 'lojas', 'varias', 'taxas', 'de', 'transporte']",,3,-1,2
62355,Ótima entrega ,otima entrega ,"['otima', 'entrega']",1.0,5,1,1
18518,Kd o rôdo?,kd o rodo?,"['kd', 'rodo']",0.0,2,6,6
45417,o produto não funciona e não consigo falar na loja no site.preciso que me ajudem a trocar o produto.,o produto nao funciona e nao consigo falar na loja no site.preciso que me ajudem a trocar o produto.,"['produto', 'nao', 'funciona', 'nao', 'consigo', 'falar', 'na', 'loja', 'no', 'site', 'preciso', 'que', 'me', 'ajudem', 'trocar', 'produto']",0.0,1,2,2
56397,Gostaria de saber o que está acontecendo porque ainda não chegou?,gostaria de saber o que esta acontecendo porque ainda nao chegou?,"['gostaria', 'de', 'saber', 'que', 'esta', 'acontecendo', 'porque', 'ainda', 'nao', 'chegou']",0.0,1,2,2
27101,Chego no prazo amei . Obrigada !!!,chego no prazo amei . obrigada !!!,"['chego', 'no', 'prazo', 'amei', 'obrigada']",1.0,5,5,5
15837,Super indico ,super indico ,"['super', 'indico']",1.0,5,5,5
93149,"Adoro comprar na lannister pela clareza das informaçoes, acompanhamento do pedido, tempo que chega, muito rápido!
Cada vez melhor, estão de Parabéns!
Sempre fui e sempre serei cliente lannister.c","adoro comprar na lannister pela clareza das informacoes, acompanhamento do pedido, tempo que chega, muito rapido!
cada vez melhor, estao de parabens!
sempre fui e sempre serei cliente lannister.c","['adoro', 'comprar', 'na', 'lannister', 'pela', 'clareza', 'das', 'informacoes', 'acompanhamento', 'do', 'pedido', 'tempo', 'que', 'chega', 'muito', 'rapido', 'cada', 'vez', 'melhor', 'estao', 'de', 'parabens', 'sempre', 'fui', 'sempre', 'serei', 'cliente', 'lannister']",1.0,5,7,7
8701,O produto chegou antes do prazo esperado.,o produto chegou antes do prazo esperado.,"['produto', 'chegou', 'antes', 'do', 'prazo', 'esperado']",1.0,5,3,3
14051,Tudo ótimo. Entregaram antes do prazo!!!,tudo otimo. entregaram antes do prazo!!!,"['tudo', 'otimo', 'entregaram', 'antes', 'do', 'prazo']",1.0,5,3,3
